name,badge,discount,price,old_price,product_url,Link
STARVIE KENTA 2025,Out of stock,34,196.95,299.95,https://www.padelnuestro.com/int/starvie-kenta-2025-114821-p,Clickme
STARVIE AQUILA PRO 2025,Out of stock,33,144.95,214.94,https://www.padelnuestro.com/int/starvie-aquila-pro-2025-114809-p,Clickme
STARVIE AQUILA 2025,Out of stock,33,144.95,214.94,https://www.padelnuestro.com/int/starvie-aquila-2025-114810-p,Clickme
STARVIE ASTRUM 2025,Out of stock,34,184.95,279.95,https://www.padelnuestro.com/int/starvie-astrum-2025-114812-p,Clickme
STARVIE RAPTOR PRO TOUCH 2025,Out of stock,34,174.95,264.95,https://www.padelnuestro.com/int/starvie-raptor-pro-touch-2025-114824-p,Clickme
STARVIE TITANIA PRO 2025,Out of stock,34,134.95,204.95,https://www.padelnuestro.com/int/starvie-titania-pro-2025-114827-p,Clickme
STARVIE TRITÓN PRO TOUCH 2025,Out of stock,25,214.95,284.95,https://www.padelnuestro.com/int/starvie-triton-pro-touch-2025-114829-p,Clickme
STARVIE BASALTO PRO 2025,Out of stock,24,189.95,249.95,https://www.padelnuestro.com/int/starvie-basalto-pro-2025-114813-p,Clickme
STARVIE BASALTO 2025,Out of stock,26,184.95,249.95,https://www.padelnuestro.com/int/starvie-basalto-2025-114814-p,Clickme
STARVIE METHEORA PRO TOUCH 2025,Out of stock,35,169.95,259.94,https://www.padelnuestro.com/int/starvie-metheora-pro-touch-2025-114823-p,Clickme
STARVIE METHEORA DUAL 2025,Out of stock,28,186.95,259.94,https://www.padelnuestro.com/int/starvie-metheora-dual-2025-114822-p,Clickme
STARVIE RAPTOR 2025,Out of stock,34,174.95,264.95,https://www.padelnuestro.com/int/starvie-raptor-2025-114825-p,Clickme
STARVIE TITANIA LITE 2025,Out of stock,34,134.95,204.95,https://www.padelnuestro.com/int/starvie-titania-lite-2025-114826-p,Clickme
STARVIE TRITÓN PRO 2025,Out of stock,39,174.95,284.95,https://www.padelnuestro.com/int/starvie-triton-pro-2025-114828-p,Clickme
STARVIE TRITON 2025,Out of stock,39,174.95,284.95,https://www.padelnuestro.com/int/starvie-triton-2025-114830-p,Clickme
Starvie Titania Soft 2024,Out of stock,58,79.95,189.95,https://www.padelnuestro.com/int/starvie-titania-soft-2024-112023-p,Clickme
Starvie Triton Soft,Out of stock,29,179.95,252.95,https://www.padelnuestro.com/int/starvie-triton-soft-112026-p,Clickme
Starvie Aquila Pro 2024,Out of stock,46,109.95,203.95,https://www.padelnuestro.com/int/starvie-aquila-pro-2024-112005-p,Clickme
Starvie Aquila Ultra Speed Soft 2024,Out of stock,36,129.95,203.95,https://www.padelnuestro.com/int/starvie-aquila-ultra-speed-soft-2024-112007-p,Clickme
STARVIE CORVUS COLUMNS,Out of stock,39,109.95,179.99,https://www.padelnuestro.com/int/starvie-corvus-columns-104426-p,Clickme
GOLD STAR VIE BASALT CARBON PADEL RACKET,Out of stock,68,99.95,309.95,https://www.padelnuestro.com/int/star-vie-basalto-carbon-oro-19094-p,Clickme
STAR VIE METHEORA WARRIOR 2022,Out of stock,80,74.95,379.9,https://www.padelnuestro.com/int/star-vie-metheora-warrior-2022-26517-p,Clickme
WILSON PRO STAFF V2 TEAM BLACK AND RED,,72,44.95,160,https://www.padelnuestro.com/int/wilson-pro-staff-v2-team-black-and-red-27960-p,Clickme
WILSON DEFY PRO V1 PADEL 2025,,24,249.95,330,https://www.padelnuestro.com/int/wilson-defy-pro-v1-padel-2025,Clickme
WILSON DEFY V1 2025,,25,209.95,279.95,https://www.padelnuestro.com/int/wilson-defy-v1-2025,Clickme
WILSON DEFY LS V1 PADEL 2 2025,,32,155.95,230,https://www.padelnuestro.com/int/wilson-defy-ls-v1-padel-2-2025,Clickme
WILSON BELA PRO PADEL V2.5,,29,239.95,339.95,https://www.padelnuestro.com/int/wilson-bela-pro-padel-v2-5-111818-p,Clickme
WILSON BLADE PRO V3 V3 PADEL,,29,204.95,289.95,https://www.padelnuestro.com/int/wilson-blade-pro-v3-v3-padel-113593-p,Clickme
WILSON PRO STAFF V2 TEAM,,72,44.95,160,https://www.padelnuestro.com/int/wilson-pro-staff-v2-team-27961-p,Clickme
WILSON BELA TEAM V2 RED,,60,86.95,219.95,https://www.padelnuestro.com/int/wilson-bela-team-v2-red-105139-p,Clickme
WILSON PRO STAFF ELITE V2,,32,149.95,220,https://www.padelnuestro.com/int/wilson-pro-staff-elite-v2-27959-p,Clickme
WILSON BELA PRO PADEL 2,Exclusive,54,159.95,349.95,https://www.padelnuestro.com/int/wilson-bela-pro-padel-2-30431-p,Clickme
WILSON ULTRA ELITE V2 PADEL,,40,114.95,190,https://www.padelnuestro.com/int/wilson-ultra-elite-v2-padel-27945-p,Clickme
WILSON JUICE 2,,64,49.95,139.95,https://www.padelnuestro.com/int/wilson-juice-2,Clickme
WILSON BELA PRO V2,,60,149.95,374.95,https://www.padelnuestro.com/int/wilson-bela-pro-v2-105138-p,Clickme
WILSON CARBON FORCE PRO PADEL CARBON BLACK AND GREEN,Exclusive,56,109.95,249,https://www.padelnuestro.com/int/wilson-carbon-force-pro-padel-carbon-black-and-green-10913-p,Clickme
WILSON BELA ELITE PADEL 2,,55,139.95,310,https://www.padelnuestro.com/int/wilson-bela-elite-padel-2-30302-p,Clickme
WILSON BLADE V3 PADEL,,24,189.95,249.95,https://www.padelnuestro.com/int/wilson-blade-v3-padel-113594-p,Clickme
WILSON BLADE LS V3  PADEL 2,,30,139.95,200,https://www.padelnuestro.com/int/wilson-blade-ls-v3-padel-2-113569-p,Clickme
WILSON BELA JUNIOR,,50,59.95,119.95,https://www.padelnuestro.com/int/wilson-bela-junior-105356-p,Clickme
WILSON CARBON FORCE PRO GOLD LTD,Out of stock,69,75.95,249,https://www.padelnuestro.com/int/wilson-carbon-force-pro-gold-ltd-30432-p,Clickme
WILSON BLADE PRO PADEL V2 2 BLACK AND GREEN,Out of stock,41,169.95,289.95,https://www.padelnuestro.com/int/wilson-blade-pro-padel-v2-2-black-and-green-27948-p,Clickme
WILSON BLADE LT PADEL 2,Out of stock,60,104.95,260,https://www.padelnuestro.com/int/wilson-blade-lt-padel-2-27953-p,Clickme
WILSON OPTIX V1 BLACK PADEL 2,Out of stock,10,89.95,99.95,https://www.padelnuestro.com/int/wilson-optix-v1-black-padel-2,Clickme
WILSON BLADE TEAM V2,Out of stock,71,39.95,140,https://www.padelnuestro.com/int/wilson-blade-team-v2-27952-p,Clickme
WILSON BELA TEAM PADEL 2,Out of stock,59,89.95,220,https://www.padelnuestro.com/int/wilson-bela-team-padel-2-30303-p,Clickme
WILSON BLADE TEAM V2 BLACK,Out of stock,64,49.95,140,https://www.padelnuestro.com/int/wilson-blade-team-v2-black-27951-p,Clickme
WILSON PRO STAFF V2 PADEL ALT 2,Out of stock,71,89.95,315,https://www.padelnuestro.com/int/wilson-pro-staff-v2-padel-alt-2-27958-p,Clickme
WILSON PRO STAFF LT V2,Out of stock,64,89.95,249.95,https://www.padelnuestro.com/int/wilson-pro-staff-lt-v2-27956-p,Clickme
WILSON BELA LT V2 WHITE,Out of stock,53,159.95,340,https://www.padelnuestro.com/int/wilson-bela-lt-v2-white-105137-p,Clickme
WILSON BLADE ELITE V2,Out of stock,60,84.95,210,https://www.padelnuestro.com/int/wilson-blade-elite-v2-27950-p,Clickme
WILSON OPTIX V1 WHITE PADEL 2,Out of stock,10,89.95,99.95,https://www.padelnuestro.com/int/wilson-optix-v1-white-padel-2,Clickme
WILSON INTRIGUE BLACK,Out of stock,59,44.95,109.95,https://www.padelnuestro.com/int/wilson-intrigue-black-113173-p,Clickme
WILSON FIERCE ELITE 2 2025,,68,44.95,140,https://www.padelnuestro.com/int/wilson-fierce-elite-2-2025,Clickme
WILSON BURN TEAM 2 2025,,68,44.95,140,https://www.padelnuestro.com/int/wilson-burn-team-2-2025,Clickme
WILSON BELA LT V2.5 PADEL,Out of stock,30,189.95,269.95,https://www.padelnuestro.com/int/wilson-bela-lt-v2-5-padel-111817-p,Clickme
WILSON BELA ELITE V2.5 PADEL,Out of stock,30,159.95,229.95,https://www.padelnuestro.com/int/wilson-bela-elite-v2-5-padel-111816-p,Clickme
WILSON BELA ELITE V2 RED,Out of stock,65,109.95,310,https://www.padelnuestro.com/int/wilson-bela-elite-v2-red-105136-p,Clickme
PADEL ADIDAS ADIPOWER LITE 3.1 2022,,73,54.95,205,https://www.padelnuestro.com/int/adidas-adipower-lite-3-1-2022-25665-p,Clickme
ADIDAS ADIPOWER GREENPADEL 2022,,48,119.95,230,https://www.padelnuestro.com/int/adidas-adipower-greenpadel-2022-25661-p,Clickme
ADIDAS X5 ULTIMATE RED,Exclusive,74,59.95,229.95,https://www.padelnuestro.com/int/adidas-x5-ultimate-red-29988-p,Clickme
ADIDAS ADIPOWER CTRL LITE 3.1 2022,,37,129.95,205,https://www.padelnuestro.com/int/adidas-adipower-ctrl-lite-3-1-2022-25666-p,Clickme
ADIDAS CROSS IT LIGHT,,47,159.95,299.95,https://www.padelnuestro.com/int/adidas-cross-it-light-110134-p,Clickme
WOMEN’S ADIDAS RADOGAR PADEL RACKET,Exclusive,68,69.95,219.95,https://www.padelnuestro.com/int/women-s-adidas-radogar-padel-racket-23575-p,Clickme
ADIDAS RADOGAR ATTK,Exclusive,70,64.95,219.95,https://www.padelnuestro.com/int/adidas-radogar-attk-22963-p,Clickme
ADIDAS X5 ULTIMATE YELLOW,Exclusive,74,59.95,229.95,https://www.padelnuestro.com/int/adidas-x5-ultimate-yellow-29989-p,Clickme
ADIDAS ADIPOWER MULTIWEIGHT 3.3,,53,189.95,399.95,https://www.padelnuestro.com/int/adidas-adipower-multiweight-3-3-110129-p,Clickme
ADIDAS ADIPOWER MULTIWEIGHT CTRL 3.3,,55,179.95,399.95,https://www.padelnuestro.com/int/adidas-adipower-multiweight-ctrl-3-3-110130-p,Clickme
ADIDAS MATCH LTD,Exclusive,33,59.95,89.95,https://www.padelnuestro.com/int/adidas-match-ltd-22962-p,Clickme
ADIDAS METALBONE CTRL 3.3 2024,,50,189.95,379.95,https://www.padelnuestro.com/int/adidas-metalbone-ctrl-3-3-2024-110144-p,Clickme
ADIDAS METALBONE TEAM 3.3 2024,,35,129.95,199.95,https://www.padelnuestro.com/int/adidas-metalbone-team-3-3-2024-110146-p,Clickme
ADIDAS X-TREME WHITE GOLD PADEL RACKET,Exclusive,73,59.95,220,https://www.padelnuestro.com/int/adidas-x-treme-white-gold-padel-racket-30000-p,Clickme
ADIDAS METALBONE GREENPADEL 2022,,50,119.95,239.95,https://www.padelnuestro.com/int/adidas-metalbone-greenpadel-2022-25656-p,Clickme
ADIDAS METALBONE 3.4 2025 - ALE GALÁN,,18,319.95,390,https://www.padelnuestro.com/int/adidas-metalbone-3-4-2025,Clickme
ADIDAS METALBONE HRD+ 3.4 2025,,15,329.95,390,https://www.padelnuestro.com/int/pala-adidas-metalbone-hrd-3-4-ar1aa1u22,Clickme
ADIDAS METALBONE 09 2025,,14,189.95,219.95,https://www.padelnuestro.com/int/adidas-metalbone-09-2025,Clickme
ADIDAS ADIPOWER CARBON CTRL 2025,,9,244.95,269.95,https://www.padelnuestro.com/int/adidas-adipower-carbon-ctrl-2025,Clickme
ADIDAS METALBONE CTRL 3.4 2025,,15,329.95,390,https://www.padelnuestro.com/int/adidas-metalbone-ctrl-3-4-2025,Clickme
ADIDAS ADIPOWER CTRL MTW PRO EDT BY ALEX RUIZ,,49,229.95,450,https://www.padelnuestro.com/int/adidas-adipower-ctrl-mtw-pro-edt-by-alex-ruiz-112032-p,Clickme
ADIDAS ADIPOWER CARBON LIGHT 2025,,20,214.95,269.95,https://www.padelnuestro.com/int/adidas-adipower-carbon-light-2025,Clickme
ADIDAS CROSS IT CTRL,,57,149.95,349.95,https://www.padelnuestro.com/int/adidas-cross-it-ctrl-110133-p,Clickme
ADIDAS METALBONE HRD+,,47,204.95,389.95,https://www.padelnuestro.com/int/adidas-metalbone-hrd-110145-p,Clickme
ADIDAS X-TREME ORANGE BLACK,Exclusive,73,59.95,219.95,https://www.padelnuestro.com/int/adidas-x-treme-orange-black-30446-p,Clickme
ADIDAS CROSS IT CARBON CTRL 2025,,38,174.95,279.95,https://www.padelnuestro.com/int/adidas-cross-lt-carbon-ctrl-2025,Clickme
ADIDAS CROSS IT CTRL 3.4 2025,,41,204.95,349.95,https://www.padelnuestro.com/int/adidas-cross-lt-ctrl-3-4-2025,Clickme
ADIDAS CROSS IT 3.4 2025,,0,349.95,,https://www.padelnuestro.com/int/adidas-cross-lt-3-4-2025,Clickme
ADIDAS XTREME BLACK LIMA,Exclusive,73,59.95,219.95,https://www.padelnuestro.com/int/adidas-xtreme-black-lima-31634-p,Clickme
ADIDAS METALBONE CARBON CTRL 3.4 2025,,0,259.95,260,https://www.padelnuestro.com/int/pala-adidas-metalbone-carbon-ctrl-3-4-ar1ca1u45,Clickme
ADIDAS METALBONE 3.3 2024 - ALE GALÁN,,50,189.95,379.95,https://www.padelnuestro.com/int/adidas-metalbone-3-3-2024-110141-p,Clickme
ADIDAS METALBONE CARBON 3.3 2024,,46,139.95,259.95,https://www.padelnuestro.com/int/adidas-metalbone-carbon-3-3-2024-110142-p,Clickme
ADIDAS RX SERIES LIME 3.4 2025,,38,74.95,119.95,https://www.padelnuestro.com/int/adidas-rx-series-lime-3-4-2025,Clickme
ADIDAS RX SERIES LIGHT 3.4 2025,,0,119.95,120,https://www.padelnuestro.com/int/adidas-rx-series-light-3-4-2025,Clickme
ADIDAS METALBONE YOUTH 3.4 2025,,0,114.95,,https://www.padelnuestro.com/int/adidas-metalbone-youth-3-4-2025,Clickme
ADIDAS METALBONE TEAM LIGHT 3.4 2025,,30,139.95,200,https://www.padelnuestro.com/int/pala-adidas-metalbone-team-light-3-4-ar2ca0u45,Clickme
ADIDAS ADIPOWER MULTIWEIGHT CTRL 3.4 2025,,25,299.95,399.95,https://www.padelnuestro.com/int/adidas-adipower-multiweight-ctrl-3-4-2025,Clickme
ADIDAS METALBONE CARBON CTRL 3.3 2024,,50,129.95,259.95,https://www.padelnuestro.com/int/adidas-metalbone-carbon-ctrl-3-3-2024-110143-p,Clickme
ADIDAS METALBONE TEAM 3.4 2025,,0,199.95,200,https://www.padelnuestro.com/int/adidas-metalbone-team-3-4-2025,Clickme
ADIDAS CROSS IT TEAM LIGHT 2025,,19,144.95,179.95,https://www.padelnuestro.com/int/adidas-cross-it-team-light-2025,Clickme
ADIDAS CROSS IT TEAM 2025,,22,139.95,179.95,https://www.padelnuestro.com/int/pala-adidas-cross-lt-team-ar2aa1u23,Clickme
ADIDAS CROSS IT LIGHT 3.4 2025,,0,299.95,,https://www.padelnuestro.com/int/adidas-cross-it-light-3-4-2025,Clickme
ADIDAS DRIVE GREY 3.4 2025,,38,49.95,79.95,https://www.padelnuestro.com/int/adidas-adidas-drive-grey-3-4-2025,Clickme
ADIDAS DRIVE BLACK 3.4 2025,,0,79.95,,https://www.padelnuestro.com/int/adidas-adidas-drive-black-3-4-2025,Clickme
ADIDAS MATCH LIGHT 3.4 2025,,0,74.95,,https://www.padelnuestro.com/int/adidas-match-light-3-4-2025,Clickme
ADIDAS MATCH BLACK 3.4 2025,,0,74.95,,https://www.padelnuestro.com/int/adidas-match-black-3-4-2025,Clickme
ADIDAS MATCH BLUE 3.4 2025,,0,74.95,,https://www.padelnuestro.com/int/adidas-match-blue-3-4-2025,Clickme
ADIDAS ADIPOWER 3.0,Out of stock,65,119.95,340,https://www.padelnuestro.com/int/adidas-adipower-3-0-21765-p,Clickme
ADIDAS RADOGAR ATTK 3D,Out of stock,70,69.95,230,https://www.padelnuestro.com/int/adidas-radogar-attk-3d-25679-p,Clickme
ADIDAS CARBON CTRL 2.0,Out of stock,64,91.95,255,https://www.padelnuestro.com/int/adidas-carbon-ctrl-2-0-19106-p,Clickme
ADIDAS METALBONE HRD 2022,Out of stock,61,149.95,380,https://www.padelnuestro.com/int/adidas-metalbone-hrd-2022-25654-p,Clickme
ADIDAS MATCH LIGHT 3.3 2024,Out of stock,20,59.95,74.95,https://www.padelnuestro.com/int/adidas-match-light-3-3-2024-110140-p,Clickme
ADIDAS MATCH 3.3 BLACK RED 2024,Out of stock,27,54.95,74.95,https://www.padelnuestro.com/int/adidas-match-3-3-black-red-2024-110139-p,Clickme
ADIDAS MATCH 3.3 BLACK LIME 2024,Out of stock,27,54.95,74.95,https://www.padelnuestro.com/int/adidas-match-3-3-black-lime-2024-110138-p,Clickme
BLACK AND WHITE ADIDAS X-TREME PADEL RACKET,Out of stock,69,68.95,220,https://www.padelnuestro.com/int/black-and-white-adidas-x-treme-padel-racket-29993-p,Clickme
ADIDAS X-TREME BLACK PINK,Out of stock,73,59.95,219.95,https://www.padelnuestro.com/int/adidas-x-treme-black-pink-29999-p,Clickme
ADIDAS X-TREME PINK PADEL RACKET,Out of stock,73,59.95,219.95,https://www.padelnuestro.com/int/adidas-x-treme-pink-padel-racket-29998-p,Clickme
ADIDAS ADIPOWER MULTIWEIGHT MASTER LTD 2023,Out of stock,47,239.95,449.95,https://www.padelnuestro.com/int/adidas-adipower-multiweight-master-ltd-2023-108775-p,Clickme
ADIDAS RX CARBON 2023,Out of stock,44,99.95,179.95,https://www.padelnuestro.com/int/catalog/product/view/id/5374/s/adidas-rx-carbon-2023-32313-p/category/26/,Clickme
ADIDAS METALBONE CTRL 3.2 2023,Out of stock,61,149.95,379.95,https://www.padelnuestro.com/int/adidas-metalbone-ctrl-3-2-2023-32300-p,Clickme
ADIDAS RX 2000 LIGHT 2023,Out of stock,50,64.95,129.95,https://www.padelnuestro.com/int/catalog/product/view/id/5376/s/adidas-rx-2000-light-2023-32315-p/category/26/,Clickme
ADIDAS ADIPOWER JUNIOR 3.4 2024,Out of stock,0,74.95,75,https://www.padelnuestro.com/int/adidas-adipower-junior-3-4-2024,Clickme
ADIDAS METALBONE YOUTH 3.3 2024,Out of stock,39,69.95,114.95,https://www.padelnuestro.com/int/adidas-metalbone-youth-3-3-2024-110148-p,Clickme
ADIDAS GREENPADEL RK1CC7U15 GREEN,Out of stock,52,99.95,210,https://www.padelnuestro.com/int/adidas-greenpadel-rk1cc7u15-green,Clickme
ADIDAS ADIPOWER LIGHT 3.3,Out of stock,41,129.95,219.95,https://www.padelnuestro.com/int/adidas-adipower-light-3-3-110128-p,Clickme
